4	5.226
4	5.253
4	4.826
4	4.877
4	4.538
4	4.542
4	4.32
4	4.262
4	4.148
4	4.028
4	4.025
4	3.807
4	3.808
4	3.709
4	3.619
4	3.616
4	3.478
4	3.512
4	3.453
4	3.297
4	3.292
4	3.268
4	3.152
4	3.042
4	3.02
4	3.012
4	3.014
4	3.014
4	3.025
4	3.019
4	3.044
4	3.028
4	3.016
4	3.024
4	3.013
4	3.012
4	3.014
4	3.018
4	3.023
4	3.034
4	3.027
4	3.023
4	3.02
4	3.022
4	3.014
4	3.021
4	3.017
4	3.013
4	3.016
4	3.018
4	3.019
4	3.01
4	3.011
4	3.017
4	3.015
4	3.019
4	3.013
4	3.021
4	3.012
4	3.022
4	3.014
4	3.016
4	3.027
4	3.014
4	3.017
4	3.049
4	3.011
4	3.014
4	3.008
4	3.014
4	3.02
4	3.018
4	3.032
4	3.02
4	3.016
4	3.021
4	3.018
4	3.018
4	3.029
4	3.016
4	3.015
4	3.027
4	3.016
4	3.015
4	3.021
4	3.015
4	3.02
4	3.013
4	3.023
4	3.026
4	3.013
4	3.019
4	3.012
4	3.016
4	3.021
4	3.022
4	3.008
4	3.014
4	3.018
4	3.011
4	3.031
4	3.015
4	3.016
4	3.014
4	3.009
4	3.022
4	3.021
4	3.016
4	3.079
4	3.012
4	3.012
4	3.009
4	3.009
4	3.012
4	3.009
4	3.01
4	3.013
4	3.011
4	3.009
4	3.019
4	3.021
4	3.012
4	3.088
4	3.02
4	3.016
4	3.02
4	3.017
4	3.016
4	3.019
4	3.012
4	3.012
4	3.035
4	3.013
4	3.01
4	3.016
4	3.013
4	3.01
4	3.01
4	3.014
4	3.021
4	3.008
4	3.014
4	3.015
4	3.015
4	3.015
4	3.021
4	3.011
4	3.016
4	3.038
4	3.023
4	3.01
4	3.026
4	3.014
4	3.02
4	3.015
4	3.011
4	3.023
4	3.023
4	3.02
4	3.03
4	3.031
4	3.016
4	3.017
4	3.014
4	3.014
4	3.151
4	3.016
4	3.019
4	3.014
4	3.01
4	3.02
4	3.028
4	3.063
4	3.014
4	3.01
4	3.022
4	3.015
4	3.012
4	3.015
4	3.018
4	3.014
4	3.014
4	3.012
4	3.009
4	3.015
4	3.015
4	3.011
4	3.021
4	3.016
4	3.015
4	3.018
4	3.02
4	3.016
4	3.032
4	3.013
4	3.015
4	3.028
4	3.015
4	3.017
4	3.011
4	3.017
4	3.016
4	3.029
4	3.011
4	3.018
4	3.019
4	3.018
4	3.022
4	3.02
4	3.017
4	3.023
4	3.023
4	3.07
4	3.016
4	3.011
4	3.011
4	3.02
4	3.013
4	3.015
4	3.079
4	3.116
4	3.012
4	3.022
4	3.014
4	3.013
4	3.016
4	3.019
4	3.014
4	3.042
4	3.018
4	3.176
4	3.017
4	3.021
